GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
0500000US02270,2270,"wade hampton census area, alaska",0.4011,0.0128
0500000US02275,2275,"wrangell city and borough, alaska",0.4157,0.0283
0500000US02282,2282,"yakutat city and borough, alaska",0.3488,0.0396
0500000US02290,2290,"yukon-koyukuk census area, alaska",0.4509,0.0112
0500000US04001,4001,"apache county, arizona",0.4693,0.0101
0500000US04003,4003,"cochise county, arizona",0.4496,0.0114
0500000US04005,4005,"coconino county, arizona",0.4701,0.0151
0500000US04007,4007,"gila county, arizona",0.4274,0.0161
0500000US04009,4009,"graham county, arizona",0.4242,0.0185
0500000US04011,4011,"greenlee county, arizona",0.3889,0.0284
0500000US04012,4012,"la paz county, arizona",0.4115,0.0222
0500000US04013,4013,"maricopa county, arizona",0.4616,0.0022
0500000US04015,4015,"mohave county, arizona",0.435,0.0104
0500000US04017,4017,"navajo county, arizona",0.4702,0.0124
0500000US04019,4019,"pima county, arizona",0.4691,0.004
0500000US04021,4021,"pinal county, arizona",0.4061,0.0088
0500000US04023,4023,"santa cruz county, arizona",0.4662,0.0163
0500000US04025,4025,"yavapai county, arizona",0.4362,0.0084
0500000US04027,4027,"yuma county, arizona",0.4312,0.0094
0500000US05001,5001,"arkansas county, arkansas",0.4663,0.0239
0500000US05003,5003,"ashley county, arkansas",0.4573,0.0318
0500000US05005,5005,"baxter county, arkansas",0.4395,0.0242
0500000US05007,5007,"benton county, arkansas",0.437,0.0081
0500000US05009,5009,"boone county, arkansas",0.4486,0.0224
0500000US05011,5011,"bradley county, arkansas",0.4891,0.0402
0500000US05013,5013,"calhoun county, arkansas",0.4337,0.0246
0500000US05015,5015,"carroll county, arkansas",0.4315,0.0208
0500000US05017,5017,"chicot county, arkansas",0.5465,0.0425
0500000US05019,5019,"clark county, arkansas",0.4804,0.0239
0500000US05021,5021,"clay county, arkansas",0.4192,0.0178
0500000US05023,5023,"cleburne county, arkansas",0.4735,0.0282
0500000US05025,5025,"cleveland county, arkansas",0.4447,0.0247
0500000US05027,5027,"columbia county, arkansas",0.4634,0.0181
0500000US05029,5029,"conway county, arkansas",0.4646,0.0199
0500000US05031,5031,"craighead county, arkansas",0.4831,0.0181
0500000US05033,5033,"crawford county, arkansas",0.4281,0.0231
0500000US05035,5035,"crittenden county, arkansas",0.4558,0.0153
0500000US05037,5037,"cross county, arkansas",0.4468,0.0202
0500000US05039,5039,"dallas county, arkansas",0.4288,0.0243
0500000US05041,5041,"desha county, arkansas",0.527,0.0471
0500000US05043,5043,"drew county, arkansas",0.484,0.027
0500000US05045,5045,"faulkner county, arkansas",0.441,0.0166
0500000US05047,5047,"franklin county, arkansas",0.4332,0.0225
0500000US05049,5049,"fulton county, arkansas",0.4105,0.0221
0500000US05051,5051,"garland county, arkansas",0.4763,0.0135
0500000US05053,5053,"grant county, arkansas",0.404,0.0296
0500000US05055,5055,"greene county, arkansas",0.4287,0.0149
0500000US05057,5057,"hempstead county, arkansas",0.4633,0.0297
0500000US05059,5059,"hot spring county, arkansas",0.4241,0.0357
0500000US05061,5061,"howard county, arkansas",0.4683,0.0312
0500000US05063,5063,"independence county, arkansas",0.4578,0.0205
0500000US05065,5065,"izard county, arkansas",0.4442,0.022
0500000US05067,5067,"jackson county, arkansas",0.4469,0.0199
0500000US05069,5069,"jefferson county, arkansas",0.4732,0.014
0500000US05071,5071,"johnson county, arkansas",0.4784,0.0409
0500000US05073,5073,"lafayette county, arkansas",0.4594,0.0326
0500000US05075,5075,"lawrence county, arkansas",0.4238,0.0149
0500000US05077,5077,"lee county, arkansas",0.4856,0.0316
0500000US05079,5079,"lincoln county, arkansas",0.5077,0.0338
0500000US05081,5081,"little river county, arkansas",0.4214,0.0203
0500000US05083,5083,"logan county, arkansas",0.4596,0.0249
0500000US05085,5085,"lonoke county, arkansas",0.3871,0.01
0500000US05087,5087,"madison county, arkansas",0.4481,0.0384
0500000US05089,5089,"marion county, arkansas",0.4025,0.0251
0500000US05091,5091,"miller county, arkansas",0.4337,0.0169
0500000US05093,5093,"mississippi county, arkansas",0.4688,0.0121
0500000US05095,5095,"monroe county, arkansas",0.4905,0.0296
0500000US05097,5097,"montgomery county, arkansas",0.4202,0.0229
0500000US05099,5099,"nevada county, arkansas",0.4563,0.0362
0500000US05101,5101,"newton county, arkansas",0.4478,0.0256
0500000US05103,5103,"ouachita county, arkansas",0.4582,0.0153
0500000US05105,5105,"perry county, arkansas",0.4287,0.0485
0500000US05107,5107,"phillips county, arkansas",0.5069,0.02
0500000US05109,5109,"pike county, arkansas",0.4508,0.0233
0500000US05111,5111,"poinsett county, arkansas",0.4259,0.0134
0500000US05113,5113,"polk county, arkansas",0.4558,0.0358
0500000US05115,5115,"pope county, arkansas",0.4377,0.0145
0500000US05117,5117,"prairie county, arkansas",0.4121,0.02
0500000US05119,5119,"pulaski county, arkansas",0.481,0.0067
0500000US05121,5121,"randolph county, arkansas",0.4552,0.0368
0500000US05123,5123,"st. francis county, arkansas",0.4704,0.0183
0500000US05125,5125,"saline county, arkansas",0.3818,0.0089
0500000US05127,5127,"scott county, arkansas",0.4451,0.0284
0500000US05129,5129,"searcy county, arkansas",0.4383,0.0419
0500000US05131,5131,"sebastian county, arkansas",0.4991,0.0168
0500000US05133,5133,"sevier county, arkansas",0.4064,0.0244
0500000US05135,5135,"sharp county, arkansas",0.4103,0.0198
0500000US05137,5137,"stone county, arkansas",0.4937,0.0449
0500000US05139,5139,"union county, arkansas",0.4719,0.024
0500000US05141,5141,"van buren county, arkansas",0.4571,0.0279
0500000US05143,5143,"washington county, arkansas",0.4924,0.0114
0500000US05145,5145,"white county, arkansas",0.4667,0.0214
0500000US05147,5147,"woodruff county, arkansas",0.4767,0.0356
0500000US05149,5149,"yell county, arkansas",0.4342,0.0293
0500000US06001,6001,"alameda county, california",0.4692,0.0031
0500000US06003,6003,"alpine county, california",0.4036,0.0433
0500000US06005,6005,"amador county, california",0.4568,0.0296
0500000US06007,6007,"butte county, california",0.4713,0.0086
0500000US06009,6009,"calaveras county, california",0.4354,0.0171
0500000US06011,6011,"colusa county, california",0.4335,0.0352
0500000US06013,6013,"contra costa county, california",0.4618,0.0043
0500000US06015,6015,"del norte county, california",0.4621,0.0208
0500000US06017,6017,"el dorado county, california",0.453,0.0088
0500000US06019,6019,"fresno county, california",0.4726,0.0049
0500000US06021,6021,"glenn county, california",0.4897,0.0328
0500000US06023,6023,"humboldt county, california",0.4576,0.0105
0500000US06025,6025,"imperial county, california",0.459,0.0089
0500000US06027,6027,"inyo county, california",0.4315,0.0148
0500000US06029,6029,"kern county, california",0.4562,0.0048
0500000US06031,6031,"kings county, california",0.4479,0.0132
0500000US06033,6033,"lake county, california",0.4604,0.0142
0500000US06035,6035,"lassen county, california",0.421,0.0208
0500000US06037,6037,"los angeles county, california",0.4992,0.0015
0500000US06039,6039,"madera county, california",0.4441,0.0131
0500000US06041,6041,"marin county, california",0.5218,0.0068
0500000US06043,6043,"mariposa county, california",0.4507,0.0252
0500000US06045,6045,"mendocino county, california",0.4712,0.0216
0500000US06047,6047,"merced county, california",0.4607,0.01
0500000US06049,6049,"modoc county, california",0.4465,0.0308
0500000US06051,6051,"mono county, california",0.3534,0.0264
0500000US06053,6053,"monterey county, california",0.4579,0.007
0500000US06055,6055,"napa county, california",0.4585,0.0107
0500000US06057,6057,"nevada county, california",0.4418,0.0129
0500000US06059,6059,"orange county, california",0.4637,0.0029
0500000US06061,6061,"placer county, california",0.4361,0.0071
0500000US06063,6063,"plumas county, california",0.466,0.0278
0500000US06065,6065,"riverside county, california",0.4437,0.0035
0500000US06067,6067,"sacramento county, california",0.4518,0.0043
0500000US06069,6069,"san benito county, california",0.4085,0.0131
0500000US06071,6071,"san bernardino county, california",0.4383,0.0032
0500000US06073,6073,"san diego county, california",0.4654,0.0027
0500000US06075,6075,"san francisco county, california",0.5156,0.005
0500000US06077,6077,"san joaquin county, california",0.4476,0.005
0500000US06079,6079,"san luis obispo county, california",0.4551,0.0087
0500000US06081,6081,"san mateo county, california",0.4829,0.005
0500000US06083,6083,"santa barbara county, california",0.4851,0.0074
0500000US06085,6085,"santa clara county, california",0.4627,0.003
0500000US06087,6087,"santa cruz county, california",0.4686,0.0077
0500000US06089,6089,"shasta county, california",0.4464,0.008
0500000US06091,6091,"sierra county, california",0.4618,0.0555
0500000US06093,6093,"siskiyou county, california",0.4535,0.0128
0500000US06095,6095,"solano county, california",0.4194,0.0061
0500000US06097,6097,"sonoma county, california",0.451,0.0071
0500000US06099,6099,"stanislaus county, california",0.4493,0.0076
0500000US06101,6101,"sutter county, california",0.4552,0.0188
0500000US06103,6103,"tehama county, california",0.4269,0.0115
0500000US06105,6105,"trinity county, california",0.4517,0.0223
0500000US06107,6107,"tulare county, california",0.4588,0.0073
0500000US06109,6109,"tuolumne county, california",0.4378,0.0138
0500000US06111,6111,"ventura county, california",0.4429,0.005
0500000US06113,6113,"yolo county, california",0.4815,0.0083
0500000US06115,6115,"yuba county, california",0.4174,0.0199
0500000US08001,8001,"adams county, colorado",0.4047,0.0071
0500000US08003,8003,"alamosa county, colorado",0.5202,0.0297
0500000US08005,8005,"arapahoe county, colorado",0.4623,0.0068
0500000US08007,8007,"archuleta county, colorado",0.4281,0.0239
0500000US08009,8009,"baca county, colorado",0.4474,0.0273
0500000US08011,8011,"bent county, colorado",0.4481,0.0428
0500000US08013,8013,"boulder county, colorado",0.4758,0.0072
0500000US08014,8014,"broomfield county, colorado",0.4232,0.0135
0500000US08015,8015,"chaffee county, colorado",0.4192,0.0356
0500000US08017,8017,"cheyenne county, colorado",0.3911,0.0301
0500000US08019,8019,"clear creek county, colorado",0.4655,0.0584
0500000US08021,8021,"conejos county, colorado",0.4257,0.0167
0500000US08023,8023,"costilla county, colorado",0.4943,0.0585
0500000US08025,8025,"crowley county, colorado",0.4565,0.0355
0500000US08027,8027,"custer county, colorado",0.497,0.0661
0500000US08029,8029,"delta county, colorado",0.4819,0.0346
0500000US08031,8031,"denver county, colorado",0.5058,0.0058
0500000US08033,8033,"dolores county, colorado",0.4682,0.0384
0500000US08035,8035,"douglas county, colorado",0.3934,0.0069
0500000US08037,8037,"eagle county, colorado",0.454,0.0217
0500000US08039,8039,"elbert county, colorado",0.4055,0.0275
0500000US08041,8041,"el paso county, colorado",0.4421,0.0061
0500000US08043,8043,"fremont county, colorado",0.4323,0.0132
0500000US08045,8045,"garfield county, colorado",0.4089,0.0164
0500000US08047,8047,"gilpin county, colorado",0.4341,0.0505
0500000US08049,8049,"grand county, colorado",0.4028,0.0519
0500000US08051,8051,"gunnison county, colorado",0.4259,0.0292
0500000US08053,8053,"hinsdale county, colorado",0.4382,0.063
0500000US08055,8055,"huerfano county, colorado",0.497,0.046
0500000US08057,8057,"jackson county, colorado",0.3955,0.0477
0500000US08059,8059,"jefferson county, colorado",0.4305,0.0054
0500000US08061,8061,"kiowa county, colorado",0.4562,0.0461
0500000US08063,8063,"kit carson county, colorado",0.4219,0.0245
0500000US08065,8065,"lake county, colorado",0.3798,0.0395
0500000US08067,8067,"la plata county, colorado",0.4241,0.0148
0500000US08069,8069,"larimer county, colorado",0.4497,0.0079
0500000US08071,8071,"las animas county, colorado",0.437,0.0177
0500000US08073,8073,"lincoln county, colorado",0.4701,0.0481
0500000US08075,8075,"logan county, colorado",0.4589,0.0217
0500000US08077,8077,"mesa county, colorado",0.4559,0.0144
0500000US08079,8079,"mineral county, colorado",0.4092,0.0482
0500000US08081,8081,"moffat county, colorado",0.4097,0.0211
0500000US08083,8083,"montezuma county, colorado",0.4273,0.0183
0500000US08085,8085,"montrose county, colorado",0.4153,0.0125
0500000US08087,8087,"morgan county, colorado",0.4021,0.0173
0500000US08089,8089,"otero county, colorado",0.4647,0.0242
0500000US08091,8091,"ouray county, colorado",0.4108,0.0336
0500000US08093,8093,"park county, colorado",0.3836,0.025
0500000US08095,8095,"phillips county, colorado",0.4606,0.0367
0500000US08097,8097,"pitkin county, colorado",0.5384,0.0462
0500000US08099,8099,"prowers county, colorado",0.4472,0.0236
0500000US08101,8101,"pueblo county, colorado",0.4437,0.0092
0500000US08103,8103,"rio blanco county, colorado",0.4044,0.0323
0500000US08105,8105,"rio grande county, colorado",0.4441,0.0248
0500000US08107,8107,"routt county, colorado",0.4539,0.0259
0500000US08109,8109,"saguache county, colorado",0.4858,0.0535
0500000US08111,8111,"san juan county, colorado",0.3694,0.0416
0500000US08113,8113,"san miguel county, colorado",0.5133,0.05
0500000US08115,8115,"sedgwick county, colorado",0.4201,0.0319
0500000US08117,8117,"summit county, colorado",0.4359,0.0253
0500000US08119,8119,"teller county, colorado",0.4013,0.0194
0500000US08121,8121,"washington county, colorado",0.4338,0.0235
0500000US08123,8123,"weld county, colorado",0.4225,0.0071
0500000US08125,8125,"yuma county, colorado",0.4176,0.0275
0500000US09001,9001,"fairfield county, connecticut",0.5426,0.004
0500000US09003,9003,"hartford county, connecticut",0.4725,0.0041
0500000US09005,9005,"litchfield county, connecticut",0.4391,0.0101
0500000US09007,9007,"middlesex county, connecticut",0.4333,0.0098
0500000US09009,9009,"new haven county, connecticut",0.4675,0.0039
0500000US09011,9011,"new london county, connecticut",0.4297,0.0062
0500000US09013,9013,"tolland county, connecticut",0.4004,0.0097
0500000US09015,9015,"windham county, connecticut",0.4158,0.0099
0500000US10001,10001,"kent county, delaware",0.4087,0.0076
0500000US10003,10003,"new castle county, delaware",0.4507,0.0059
0500000US10005,10005,"sussex county, delaware",0.4288,0.0072
0500000US11001,11001,"district of columbia, district of columbia",0.5295,0.0054
0500000US12001,12001,"alachua county, florida",0.5168,0.0095
0500000US12003,12003,"baker county, florida",0.4348,0.0229
0500000US12005,12005,"bay county, florida",0.4347,0.0091
0500000US12007,12007,"bradford county, florida",0.4533,0.0205
0500000US12009,12009,"brevard county, florida",0.4474,0.0055
0500000US12011,12011,"broward county, florida",0.4782,0.0039
0500000US12013,12013,"calhoun county, florida",0.4378,0.0352
0500000US12015,12015,"charlotte county, florida",0.4314,0.0094
0500000US12017,12017,"citrus county, florida",0.4511,0.0167
0500000US12019,12019,"clay county, florida",0.407,0.0128
0500000US12021,12021,"collier county, florida",0.5324,0.0137
0500000US12023,12023,"columbia county, florida",0.4467,0.0186
0500000US12027,12027,"desoto county, florida",0.4222,0.0202
0500000US12029,12029,"dixie county, florida",0.4071,0.0252
0500000US12031,12031,"duval county, florida",0.473,0.0068
0500000US12033,12033,"escambia county, florida",0.4504,0.0097
0500000US12035,12035,"flagler county, florida",0.4363,0.0178
0500000US12037,12037,"franklin county, florida",0.4904,0.045
0500000US12039,12039,"gadsden county, florida",0.4535,0.0154
0500000US12041,12041,"gilchrist county, florida",0.4572,0.0501
0500000US12043,12043,"glades county, florida",0.4439,0.0366
0500000US12045,12045,"gulf county, florida",0.4413,0.0249
0500000US12047,12047,"hamilton county, florida",0.4664,0.0346
0500000US12049,12049,"hardee county, florida",0.4835,0.0449
0500000US12051,12051,"hendry county, florida",0.4594,0.0277
0500000US12053,12053,"hernando county, florida",0.4201,0.012
0500000US12055,12055,"highlands county, florida",0.4375,0.0161
0500000US12057,12057,"hillsborough county, florida",0.4792,0.0043
0500000US12059,12059,"holmes county, florida",0.4458,0.0252
0500000US12061,12061,"indian river county, florida",0.5251,0.0152
0500000US12063,12063,"jackson county, florida",0.4511,0.0148
0500000US12065,12065,"jefferson county, florida",0.448,0.0273
0500000US12067,12067,"lafayette county, florida",0.4979,0.072
0500000US12069,12069,"lake county, florida",0.4326,0.0087
0500000US12071,12071,"lee county, florida",0.4727,0.0065
0500000US12073,12073,"leon county, florida",0.4939,0.0088
0500000US12075,12075,"levy county, florida",0.4556,0.0281
0500000US12077,12077,"liberty county, florida",0.4579,0.0403
0500000US12079,12079,"madison county, florida",0.452,0.0208
0500000US12081,12081,"manatee county, florida",0.4626,0.0074
0500000US12083,12083,"marion county, florida",0.4356,0.0088
0500000US12085,12085,"martin county, florida",0.516,0.0131
0500000US12086,12086,"miami-dade county, florida",0.5199,0.0038
0500000US12087,12087,"monroe county, florida",0.5037,0.0189
0500000US12089,12089,"nassau county, florida",0.4471,0.0259
0500000US12091,12091,"okaloosa county, florida",0.4349,0.011
0500000US12093,12093,"okeechobee county, florida",0.4766,0.03
0500000US12095,12095,"orange county, florida",0.4762,0.0049
0500000US12097,12097,"osceola county, florida",0.4175,0.008
0500000US12099,12099,"palm beach county, florida",0.5099,0.0044
0500000US12101,12101,"pasco county, florida",0.4419,0.0066
0500000US12103,12103,"pinellas county, florida",0.4791,0.0048
0500000US12105,12105,"polk county, florida",0.4328,0.006
0500000US12107,12107,"putnam county, florida",0.4686,0.0198
0500000US12109,12109,"st. johns county, florida",0.4825,0.0104
0500000US12111,12111,"st. lucie county, florida",0.4615,0.0122
0500000US12113,12113,"santa rosa county, florida",0.4229,0.0118
0500000US12115,12115,"sarasota county, florida",0.4811,0.009
0500000US12117,12117,"seminole county, florida",0.453,0.009
0500000US12119,12119,"sumter county, florida",0.4185,0.021
0500000US12121,12121,"suwannee county, florida",0.448,0.0301
0500000US12123,12123,"taylor county, florida",0.4075,0.022
0500000US12125,12125,"union county, florida",0.3982,0.0246
0500000US12127,12127,"volusia county, florida",0.4592,0.0079
0500000US12129,12129,"wakulla county, florida",0.3965,0.0249
0500000US12131,12131,"walton county, florida",0.4796,0.0145
0500000US12133,12133,"washington county, florida",0.4363,0.0204
0500000US13001,13001,"appling county, georgia",0.4479,0.0272
0500000US13003,13003,"atkinson county, georgia",0.4834,0.0443
0500000US13005,13005,"bacon county, georgia",0.4405,0.0216
0500000US13007,13007,"baker county, georgia",0.4761,0.048
0500000US13009,13009,"baldwin county, georgia",0.5123,0.0297
0500000US13011,13011,"banks county, georgia",0.4094,0.0187
0500000US13013,13013,"barrow county, georgia",0.3726,0.0156
0500000US13015,13015,"bartow county, georgia",0.4173,0.0137
0500000US13017,13017,"ben hill county, georgia",0.4829,0.0327
0500000US13019,13019,"berrien county, georgia",0.4526,0.0208
0500000US13021,13021,"bibb county, georgia",0.515,0.0091
0500000US13023,13023,"bleckley county, georgia",0.5324,0.0576
0500000US13025,13025,"brantley county, georgia",0.4061,0.0226
0500000US13027,13027,"brooks county, georgia",0.4828,0.0338
0500000US13029,13029,"bryan county, georgia",0.4065,0.0239
0500000US13031,13031,"bulloch county, georgia",0.4998,0.0214
0500000US13033,13033,"burke county, georgia",0.4637,0.0144
0500000US13035,13035,"butts county, georgia",0.4143,0.0231
0500000US13037,13037,"calhoun county, georgia",0.6064,0.0892
0500000US13039,13039,"camden county, georgia",0.4048,0.0183
0500000US13043,13043,"candler county, georgia",0.5024,0.0345
0500000US13045,13045,"carroll county, georgia",0.4543,0.0195
0500000US13047,13047,"catoosa county, georgia",0.3924,0.0132
0500000US13049,13049,"charlton county, georgia",0.4529,0.032
0500000US13051,13051,"chatham county, georgia",0.471,0.0065
0500000US13053,13053,"chattahoochee county, georgia",0.3433,0.0439
0500000US13055,13055,"chattooga county, georgia",0.4422,0.0216
0500000US13057,13057,"cherokee county, georgia",0.4112,0.0105
0500000US13059,13059,"clarke county, georgia",0.5398,0.012
0500000US13061,13061,"clay county, georgia",0.4742,0.0302
0500000US13063,13063,"clayton county, georgia",0.4229,0.0074
0500000US13065,13065,"clinch county, georgia",0.5403,0.0423
0500000US13067,13067,"cobb county, georgia",0.4566,0.0051
0500000US13069,13069,"coffee county, georgia",0.4737,0.022
0500000US13071,13071,"colquitt county, georgia",0.4772,0.0232
0500000US13073,13073,"columbia county, georgia",0.4189,0.0107
0500000US13075,13075,"cook county, georgia",0.4688,0.0316
0500000US13077,13077,"coweta county, georgia",0.4175,0.0129
0500000US13079,13079,"crawford county, georgia",0.4181,0.0371
0500000US13081,13081,"crisp county, georgia",0.5032,0.0343
0500000US13083,13083,"dade county, georgia",0.4207,0.0214
0500000US13085,13085,"dawson county, georgia",0.4677,0.0303
0500000US13087,13087,"decatur county, georgia",0.5228,0.0294
0500000US13089,13089,"dekalb county, georgia",0.4903,0.0047
0500000US13091,13091,"dodge county, georgia",0.4458,0.0194
0500000US13093,13093,"dooly county, georgia",0.4639,0.0339
0500000US13095,13095,"dougherty county, georgia",0.5197,0.0177
0500000US13097,13097,"douglas county, georgia",0.4079,0.0105
0500000US13099,13099,"early county, georgia",0.4844,0.0314
0500000US13101,13101,"echols county, georgia",0.4583,0.0464
0500000US13103,13103,"effingham county, georgia",0.3834,0.0182
0500000US13105,13105,"elbert county, georgia",0.4641,0.0354
0500000US13107,13107,"emanuel county, georgia",0.4855,0.0348
0500000US13109,13109,"evans county, georgia",0.4651,0.0357
0500000US13111,13111,"fannin county, georgia",0.4404,0.0197
0500000US13113,13113,"fayette county, georgia",0.4196,0.0117
0500000US13115,13115,"floyd county, georgia",0.4612,0.0122
0500000US13117,13117,"forsyth county, georgia",0.4168,0.0105
0500000US13119,13119,"franklin county, georgia",0.4278,0.0155
0500000US13121,13121,"fulton county, georgia",0.54,0.0047
0500000US13123,13123,"gilmer county, georgia",0.4577,0.0242
0500000US13125,13125,"glascock county, georgia",0.3916,0.0459
0500000US13127,13127,"glynn county, georgia",0.4881,0.0176
0500000US13129,13129,"gordon county, georgia",0.4362,0.0186
0500000US13131,13131,"grady county, georgia",0.4735,0.0247
0500000US13133,13133,"greene county, georgia",0.5503,0.0218
0500000US13135,13135,"gwinnett county, georgia",0.4248,0.005
0500000US13137,13137,"habersham county, georgia",0.4226,0.0153
0500000US13139,13139,"hall county, georgia",0.4461,0.0103
0500000US13141,13141,"hancock county, georgia",0.4712,0.0387
0500000US13143,13143,"haralson county, georgia",0.4388,0.0185
0500000US13145,13145,"harris county, georgia",0.43,0.0229
0500000US13147,13147,"hart county, georgia",0.4686,0.0271
0500000US13149,13149,"heard county, georgia",0.4092,0.0226
0500000US13151,13151,"henry county, georgia",0.3976,0.011
0500000US13153,13153,"houston county, georgia",0.4163,0.0106
0500000US13155,13155,"irwin county, georgia",0.4848,0.041
0500000US13157,13157,"jackson county, georgia",0.4194,0.0142
0500000US13159,13159,"jasper county, georgia",0.451,0.0367
0500000US13161,13161,"jeff davis county, georgia",0.4245,0.0257
0500000US13163,13163,"jefferson county, georgia",0.4608,0.0226
0500000US13165,13165,"jenkins county, georgia",0.4985,0.0505
